event_id,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations
6830,2015-03-06,1425596400,4.1,-2.2,1.1,1.4,-7.3,-2.4,-1.2,85.38,21.48,,12.5,,,110.48,,32.0,286.8,1028.7,76.0,5.4,,,0.0,06:17:13,1425619033,17:41:59,1425660119,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['LQSA', '14654099999', '14549099999', '13353099999', '14652099999', '14650099999', '14543099999', 'LQTZ', '14544099999', '14557099999', '14554099999']"
3241,2011-03-16,1300258800,8.1,2.2,5.3,5.8,0.8,2.9,3.4,87.9,12.29,,75.0,,,,40.4,25.9,209.3,1011.4,71.1,13.3,,,0.0,07:23:48,1300285428,19:19:30,1300328370,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72792024227', 'KPWT', '72792894263', 'KOLM', '72792594227', 'KSHN']"
4324,2012-04-15,1334433600,23.9,6.4,15.0,23.9,6.4,15.0,4.5,52.56,0.0,,0.0,,,,,5.1,177.1,1007.3,15.0,18.7,,,0.0,06:19:49,1334456389,19:43:44,1334504624,0.86,Clear,Clear conditions throughout the day.,clear-day,"['37432099999', '37228099999']"
9635,2016-10-15,1476460800,26.7,24.9,25.4,26.7,24.9,25.5,24.6,95.3,220.0,,27.78,,,,,68.4,244.4,995.2,100.0,12.8,,,0.0,05:33:10,1476480790,17:23:00,1476523380,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['98446099999']
7118,2015-04-27,1430103600,27.0,23.0,25.1,29.6,23.0,25.4,21.9,82.75,0.0,,0.0,,,,,16.6,176.7,1031.1,89.7,7.8,,,0.0,05:41:03,1430124063,17:22:01,1430166121,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83248099999', 'SBSV']"
5059,2013-07-08,1373263200,26.9,13.2,18.7,26.4,13.2,18.6,10.6,62.06,21.68,,12.5,,,,50.8,26.9,137.5,1014.4,25.8,15.9,,,0.0,05:50:10,1373284210,20:22:40,1373336560,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72041100137', 'KRTN', '72366303012', 'KAXX', 'KSKX', '72267823052']"
8429,2013-12-01,1385884800,12.6,10.1,11.7,12.6,10.1,11.8,10.7,93.43,20.31,,100.0,,,,61.2,33.6,219.5,1018.5,65.9,9.1,,,0.0,07:34:43,1385912083,16:32:07,1385944327,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['KHIO', 'KTMK', 'KMMV', '72020200118', '72688194273', '72698694261']"
1435,2010-01-21,1264060800,8.2,6.1,7.0,7.3,3.4,5.3,5.6,90.76,36.72,,91.67,,,,50.0,26.0,234.9,992.4,94.8,9.3,,,0.0,06:49:45,1264085385,17:06:03,1264122363,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['KL35', 'KPSP', '69015093121', 'KNXP', '72286893138']"
9107,2016-07-20,1468994400,22.4,11.4,15.7,22.4,11.4,15.7,10.8,74.65,3.31,,20.83,,0.0,0.0,73.8,18.2,113.2,1019.1,64.6,15.8,,,0.0,06:05:50,1469016350,20:30:57,1469068257,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72462703011', '72476593013', 'KMTJ', '99999903060', 'KTEX']"
1872,2010-05-17,1274068800,21.8,15.0,17.4,21.8,15.0,17.4,15.3,87.72,40.15,,83.33,,,,40.7,24.1,104.3,1012.9,95.1,12.8,,,0.0,06:13:45,1274091225,20:32:44,1274142764,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72425003860', 'KBKW', '72414013866', '72412003872', 'KCRW', 'KHTS']"
