event_id,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations
3037,2011-01-17,1295193600,30.1,24.1,26.5,35.8,24.1,28.4,24.4,88.88,22.1,,37.5,,,,,18.0,321.4,1008.4,72.5,16.9,,,0.0,05:53:21,1295214801,17:36:18,1295256978,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['98755099999']
8863,2016-07-02,1467442800,32.5,11.4,23.3,30.7,11.4,22.8,9.3,44.4,0.0,,0.0,,0.0,0.0,42.5,9.4,181.0,1015.0,15.2,15.4,,,0.0,05:39:57,1467463197,20:45:42,1467517542,0.98,Clear,Clear conditions throughout the day.,clear-day,"['A0705300346', 'KO86', '72595724215', '72595524259', 'KSIY', 'KMHS']"
8199,2015-02-07,1423296000,14.9,11.7,13.1,14.9,11.7,13.1,10.2,83.18,23.14,,75.0,,0.0,0.0,63.0,26.1,183.5,1006.4,92.0,14.4,,,0.0,07:24:14,1423322654,17:33:55,1423359235,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72690424231', '72691724284', 'KOTH', 'KRBG', 'KEUG']"
5270,2013-08-04,1375554600,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,04:39:23,1375571363,17:56:48,1375619208,0.98,,,,
4743,2013-01-30,1359482400,25.0,10.2,19.6,25.0,10.2,19.6,13.7,71.52,0.0,,0.0,,,,,22.3,269.0,1015.7,6.3,3.7,,,0.0,06:33:20,1359506000,17:40:12,1359546012,0.56,Clear,Clear conditions throughout the day.,clear-day,"['41963099999', '41953099999', '41966099999', '41965099999', '41978099999', '41943099999', '41964099999', 'VGEG']"
5670,2013-12-02,1385938800,18.0,10.7,13.4,18.0,10.7,13.4,8.2,70.81,0.2,,4.35,,,,,32.0,74.8,1012.3,49.3,10.0,,,0.0,07:18:26,1385965106,16:39:02,1385998742,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['LIRF', 'LIRE', 'LIRU', '16243099999', '16235099999', '16245099999', '16242099999', '16239099999', '16219099999', '16224099999', '16234099999']"
6005,2014-05-01,1398927600,20.7,9.1,15.7,20.7,9.1,15.7,10.1,71.18,0.0,,0.0,,,,25.9,7.5,204.1,1018.2,0.0,181.4,,,0.0,05:49:48,1398948588,20:27:13,1399001233,0.03,Clear,Clear conditions throughout the day.,clear-day,"['71775099999', '71785099999', 'CWWK', 'KBLI', 'CWMM', '71042099999']"
4307,2012-04-04,1333486800,23.1,17.1,19.4,23.1,17.1,19.4,16.6,84.51,11.9,,8.33,,,,,35.3,67.3,,89.8,10.3,,,0.0,06:32:38,1333510358,18:38:18,1333553898,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['63739099999', 'HKJK', '63741099999', 'HKNW', '63740099999', '63742099999']"
8682,2016-06-05,1465065000,41.0,29.0,35.1,44.2,32.7,38.9,21.1,46.04,0.0,,0.0,,,,,18.4,136.5,,23.0,4.7,,,0.0,04:57:54,1465082874,18:34:17,1465131857,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VEGY', '42591099999']"
9425,2016-04-23,1461387600,21.9,8.0,13.6,21.9,6.8,13.5,5.1,61.28,0.0,,0.0,,,,,22.3,109.4,,50.7,10.1,,,0.0,05:56:57,1461409017,17:39:33,1461451173,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['SPZO', '84686099999']"
9412,2016-03-07,1457337600,13.8,9.6,11.7,13.8,8.2,11.6,7.8,77.53,4.59,,41.67,,0.0,0.0,70.9,39.4,240.0,1010.0,79.0,14.7,,,0.0,06:31:43,1457361103,18:09:59,1457402999,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['KHAF', 'KSFO', '72493023230', '72064600228', 'KOAK', '72494023234']"
6128,2014-07-07,1404716400,31.8,20.6,23.3,30.4,20.6,23.1,12.6,52.77,18.8,,12.5,,,,40.8,20.3,129.4,1014.9,12.1,16.0,,,0.0,05:19:52,1404735592,19:43:39,1404787419,0.35,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['72376099999', 'KFLG', '72375600375', '72375003103', 'KSEZ', 'KCMR']"
5542,2013-09-16,1379307600,23.0,18.5,19.9,23.0,18.5,19.9,18.9,94.28,9.83,,87.5,,,,,6.6,161.9,1011.7,9.9,3.6,,,0.0,07:16:11,1379333771,19:29:46,1379377786,0.44,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"['76687099999', '76738099999']"
