0,queryCost,latitude,longitude,resolvedAddress,address,timezone,tzoffset,description,days,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,datetime,datetimeEpoch,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,preciptype,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,conditions,icon,stations,source
1,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,00:00:00,1634144400,80.5,87.9,94.27,78.7,,,,,,,10.3,240.0,1005.0,6.2,50.0,,,0.0,Partially cloudy,partly-cloudy-night,['VVTS'],obs,
2,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,01:00:00,1634148000,80.5,87.9,94.27,78.7,,,,,,,9.2,230.0,1004.0,6.2,50.0,,,0.0,Partially cloudy,partly-cloudy-night,['VVTS'],obs,
3,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,02:00:00,1634151600,80.5,87.9,94.27,78.7,,,,,,,9.2,220.0,1004.0,6.2,50.0,,,0.0,Partially cloudy,partly-cloudy-night,['VVTS'],obs,
4,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,03:00:00,1634155200,80.5,87.9,94.27,78.7,,,,,,,9.2,230.0,1004.0,6.2,50.0,,,0.0,Partially cloudy,partly-cloudy-night,['VVTS'],obs,
5,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,04:00:00,1634158800,80.5,87.9,94.27,78.7,,,,,,,8.1,240.0,1004.0,6.2,50.0,,,0.0,Partially cloudy,partly-cloudy-night,['VVTS'],obs,
6,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,05:00:00,1634162400,80.5,87.9,94.27,78.7,,,,,,,6.9,230.0,1005.0,6.2,50.0,,,0.0,Partially cloudy,partly-cloudy-night,['VVTS'],obs,
7,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,06:00:00,1634166000,80.5,87.9,94.27,78.7,,,,,,,6.9,230.0,1006.0,6.2,88.0,,,0.0,Partially cloudy,partly-cloudy-day,['VVTS'],obs,
8,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,07:00:00,1634169600,82.3,92.1,88.91,78.7,,,,,,,8.1,220.0,1006.0,6.2,88.0,,,0.0,Partially cloudy,partly-cloudy-day,['VVTS'],obs,
9,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,08:00:00,1634173200,82.8,90.9,80.0,76.0,0.02,95.1,0.0,0.0,,18.8,11.2,231.6,1007.0,15.0,100.0,371.0,1.3,4.0,30.0,"Rain, Overcast",rain,,fcst
10,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,09:00:00,1634176800,85.2,94.7,73.8,76.0,0.0,95.1,0.0,0.0,,17.9,12.3,241.0,1007.0,15.0,100.0,473.0,1.7,5.0,30.0,"Rain, Overcast",rain,,fcst
11,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,10:00:00,1634180400,86.3,96.8,72.3,76.6,0.03,95.1,0.0,0.0,['rain'],18.3,13.0,245.1,1006.0,4.8,100.0,560.0,2.0,6.0,30.0,"Rain, Overcast",rain,,fcst
12,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,11:00:00,1634184000,85.7,96.4,74.6,76.9,0.05,95.1,0.0,0.0,['rain'],17.7,13.0,241.6,1005.0,5.2,99.0,587.0,2.1,6.0,60.0,"Rain, Overcast",rain,,fcst
13,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,12:00:00,1634187600,85.0,95.5,77.0,77.1,0.06,95.1,0.0,0.0,['rain'],16.8,12.3,235.7,1004.0,4.0,100.0,587.0,2.1,6.0,60.0,"Rain, Overcast",rain,,fcst
14,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,13:00:00,1634191200,85.4,96.4,76.8,77.3,0.06,100.0,0.0,0.0,['rain'],18.1,13.2,241.7,1003.0,7.7,100.0,734.0,2.6,7.0,60.0,"Rain, Overcast",rain,,fcst
15,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,14:00:00,1634194800,84.6,95.4,79.0,77.4,0.05,100.0,0.0,0.0,['rain'],19.0,12.5,239.7,1003.0,4.2,100.0,644.0,2.3,6.0,60.0,"Rain, Overcast",rain,,fcst
16,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,15:00:00,1634198400,82.8,91.4,81.5,76.7,0.05,100.0,0.0,0.0,,21.5,11.4,239.0,1003.0,10.5,100.0,540.0,1.9,5.0,30.0,"Rain, Overcast",rain,,fcst
17,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,16:00:00,1634202000,81.4,88.4,84.6,76.4,0.02,100.0,0.0,0.0,['rain'],15.9,6.9,231.9,1003.0,15.0,100.0,436.0,1.6,4.0,30.0,"Rain, Overcast",rain,,fcst
18,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,17:00:00,1634205600,79.4,79.4,85.8,74.7,0.02,100.0,0.0,0.0,,13.9,7.2,214.4,1004.0,15.0,100.0,351.0,1.3,4.0,30.0,"Rain, Overcast",rain,,fcst
19,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,18:00:00,1634209200,78.3,78.3,88.5,74.7,0.01,100.0,0.0,0.0,,17.9,7.6,214.3,1005.0,15.0,100.0,293.0,1.1,3.0,10.0,"Rain, Overcast",rain,,fcst
20,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,19:00:00,1634212800,77.6,77.6,91.0,74.7,0.0,47.5,0.0,0.0,,18.1,6.9,213.3,1007.0,15.0,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
21,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,20:00:00,1634216400,77.1,77.1,91.6,74.6,0.0,47.5,0.0,0.0,,21.0,7.4,217.6,1007.0,15.0,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
22,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,21:00:00,1634220000,76.9,76.9,92.3,74.4,0.0,47.5,0.0,0.0,,17.9,6.5,222.9,1007.0,15.0,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
23,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,22:00:00,1634223600,76.7,76.7,92.9,74.4,0.0,47.5,0.0,0.0,,13.4,5.6,213.7,1007.0,15.0,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
24,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-14,1634144400,86.3,76.0,81.1,96.8,76.0,87.3,76.7,86.8,0.38,100.0,,['rain'],0.0,0.0,21.5,13.2,228.8,1005.1,86.4,9.8,348.5,20.0,7.0,60.0,05:42:11,1634164931,17:36:27,1634207787,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,['VVTS'],comb,23:00:00,1634227200,76.0,76.0,93.3,74.2,0.01,47.5,0.0,0.0,,6.7,4.9,207.1,1006.0,14.2,99.1,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
25,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,00:00:00,1634230800,75.8,75.8,93.6,73.8,0.01,47.5,0.0,0.0,,6.9,5.1,209.9,1006.0,15.0,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
26,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,01:00:00,1634234400,75.1,75.1,94.9,73.5,0.03,61.9,0.0,0.0,['rain'],6.0,4.9,202.5,1005.0,5.9,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
27,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,02:00:00,1634238000,74.9,74.9,95.3,73.3,0.06,61.9,0.0,0.0,,5.6,4.7,198.4,1005.0,8.6,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
28,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,03:00:00,1634241600,75.3,75.3,93.0,73.3,0.04,61.9,0.0,0.0,,4.5,4.3,207.5,1006.0,13.5,98.5,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
29,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,04:00:00,1634245200,76.4,76.4,89.9,73.1,0.0,61.9,0.0,0.0,,8.5,5.6,237.0,1006.0,15.0,100.0,0.0,0.0,0.0,3.0,"Rain, Overcast",rain,,fcst
30,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,05:00:00,1634248800,76.0,76.0,91.0,73.3,0.0,61.9,0.0,0.0,,11.4,6.0,227.2,1007.0,15.0,100.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
31,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,06:00:00,1634252400,77.4,77.4,91.0,74.6,0.0,61.9,0.0,0.0,,11.9,4.7,239.9,1008.0,15.0,99.9,9.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
32,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,07:00:00,1634256000,79.1,79.1,87.8,75.1,0.0,85.6,0.0,0.0,,11.4,6.0,247.1,1008.0,15.0,94.6,128.0,0.5,1.0,10.0,"Rain, Overcast",rain,,fcst
33,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,08:00:00,1634259600,81.6,88.0,80.9,75.3,0.01,85.6,0.0,0.0,,10.7,6.7,251.6,1008.0,15.0,99.9,245.0,0.9,2.0,10.0,"Rain, Overcast",rain,,fcst
34,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,09:00:00,1634263200,84.5,92.7,73.4,75.1,0.0,85.6,0.0,0.0,,11.4,8.1,269.9,1008.0,15.0,87.9,402.0,1.4,4.0,30.0,"Rain, Partially cloudy",rain,,fcst
35,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,10:00:00,1634266800,85.7,94.2,69.4,74.7,0.01,85.6,0.0,0.0,['rain'],10.3,7.2,274.2,1007.0,6.0,74.8,480.0,1.7,5.0,30.0,"Rain, Partially cloudy",rain,,fcst
36,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,11:00:00,1634270400,86.3,95.6,69.6,75.3,0.06,85.6,0.0,0.0,['rain'],8.9,6.5,258.6,1006.0,4.5,69.0,568.0,2.0,6.0,30.0,"Rain, Partially cloudy",rain,,fcst
37,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,12:00:00,1634274000,86.6,96.1,68.8,75.3,0.04,85.6,0.0,0.0,['rain'],9.2,6.7,257.9,1005.0,5.9,75.1,619.0,2.2,6.0,30.0,"Rain, Partially cloudy",rain,,fcst
38,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-15,1634230800,86.6,74.9,80.1,96.1,74.9,83.2,74.2,82.9,0.38,90.5,,['rain'],0.0,0.0,11.9,8.1,220.5,1006.5,94.8,12.0,243.0,20.8,8.0,30.0,05:42:14,1634251334,17:35:57,1634294157,0.37,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,13:00:00,1634277600,86.3,95.6,69.6,75.3,0.04,90.5,0.0,0.0,['rain'],9.4,7.4,265.5,1005.0,4.2,99.4,812.0,2.9,8.0,30.0,"Rain, Overcast",rain,,fcst
