0,queryCost,latitude,longitude,resolvedAddress,address,timezone,tzoffset,description,days,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,datetime,datetimeEpoch,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,preciptype,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,conditions,icon,stations,source
90,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-17,1634403600,84.3,73.7,76.5,91.6,73.7,77.8,73.1,89.6,0.06,71.4,,['rain'],0.0,0.0,17.7,11.0,296.7,1008.6,98.1,14.6,121.0,10.4,5.0,30.0,05:42:22,1634424142,17:34:57,1634466897,0.45,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,17:00:00,1634464800,76.7,76.7,90.5,73.7,0.0,47.5,0.0,0.0,,12.5,6.9,304.7,1008.0,15.0,100.0,273.0,1.0,3.0,10.0,"Rain, Overcast",rain,,fcst
91,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-17,1634403600,84.3,73.7,76.5,91.6,73.7,77.8,73.1,89.6,0.06,71.4,,['rain'],0.0,0.0,17.7,11.0,296.7,1008.6,98.1,14.6,121.0,10.4,5.0,30.0,05:42:22,1634424142,17:34:57,1634466897,0.45,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,18:00:00,1634468400,75.5,75.5,93.0,73.5,0.0,47.5,0.0,0.0,,11.4,6.0,303.5,1009.0,15.0,100.0,228.0,0.8,2.0,10.0,"Rain, Overcast",rain,,fcst
92,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-17,1634403600,84.3,73.7,76.5,91.6,73.7,77.8,73.1,89.6,0.06,71.4,,['rain'],0.0,0.0,17.7,11.0,296.7,1008.6,98.1,14.6,121.0,10.4,5.0,30.0,05:42:22,1634424142,17:34:57,1634466897,0.45,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,19:00:00,1634472000,75.1,75.1,94.0,73.3,0.0,38.0,0.0,0.0,,7.4,4.9,306.6,1010.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
93,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-17,1634403600,84.3,73.7,76.5,91.6,73.7,77.8,73.1,89.6,0.06,71.4,,['rain'],0.0,0.0,17.7,11.0,296.7,1008.6,98.1,14.6,121.0,10.4,5.0,30.0,05:42:22,1634424142,17:34:57,1634466897,0.45,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,20:00:00,1634475600,74.7,74.7,94.5,73.1,0.0,38.0,0.0,0.0,,7.2,5.1,315.2,1010.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
94,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-17,1634403600,84.3,73.7,76.5,91.6,73.7,77.8,73.1,89.6,0.06,71.4,,['rain'],0.0,0.0,17.7,11.0,296.7,1008.6,98.1,14.6,121.0,10.4,5.0,30.0,05:42:22,1634424142,17:34:57,1634466897,0.45,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,21:00:00,1634479200,74.6,74.6,95.4,73.1,0.0,38.0,0.0,0.0,,7.4,4.9,318.7,1010.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
95,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-17,1634403600,84.3,73.7,76.5,91.6,73.7,77.8,73.1,89.6,0.06,71.4,,['rain'],0.0,0.0,17.7,11.0,296.7,1008.6,98.1,14.6,121.0,10.4,5.0,30.0,05:42:22,1634424142,17:34:57,1634466897,0.45,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,22:00:00,1634482800,74.2,74.2,96.1,73.1,0.0,38.0,0.0,0.0,,6.0,4.5,320.1,1010.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
96,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-17,1634403600,84.3,73.7,76.5,91.6,73.7,77.8,73.1,89.6,0.06,71.4,,['rain'],0.0,0.0,17.7,11.0,296.7,1008.6,98.1,14.6,121.0,10.4,5.0,30.0,05:42:22,1634424142,17:34:57,1634466897,0.45,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,23:00:00,1634486400,73.8,73.8,96.8,72.8,0.0,38.0,0.0,0.0,,5.6,4.5,314.9,1010.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
97,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,00:00:00,1634490000,73.5,73.5,97.0,72.6,0.0,38.0,0.0,0.0,,6.0,4.5,327.8,1009.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
98,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,01:00:00,1634493600,73.3,73.3,97.0,72.4,0.0,23.7,0.0,0.0,,6.7,4.5,326.8,1009.0,15.0,99.8,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
99,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,02:00:00,1634497200,72.6,72.6,97.3,71.9,0.0,23.7,0.0,0.0,,6.7,4.7,324.6,1008.0,15.0,92.5,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
100,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,03:00:00,1634500800,72.4,72.4,97.5,71.7,0.0,23.7,0.0,0.0,,7.4,4.7,333.0,1008.0,15.0,35.7,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst
101,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,04:00:00,1634504400,72.2,72.2,97.8,71.5,0.0,23.7,0.0,0.0,,6.7,4.5,351.4,1009.0,15.0,28.3,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst
102,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,05:00:00,1634508000,72.4,72.4,97.9,71.7,0.0,23.7,0.0,0.0,,6.9,4.3,355.5,1009.0,15.0,42.2,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst
103,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,06:00:00,1634511600,74.9,74.9,94.1,73.1,0.0,23.7,0.0,0.0,,7.8,5.8,359.2,1010.0,15.0,52.9,19.0,0.1,0.0,3.0,Partially cloudy,partly-cloudy-day,,fcst
104,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,07:00:00,1634515200,77.6,77.6,88.5,74.2,0.0,47.5,0.0,0.0,,6.0,5.1,0.5,1011.0,15.0,77.0,330.0,1.2,3.0,10.0,"Rain, Partially cloudy",rain,,fcst
105,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,08:00:00,1634518800,80.3,85.2,81.6,74.0,0.0,47.5,0.0,0.0,,3.1,3.6,343.1,1011.0,15.0,100.0,434.0,1.6,4.0,10.0,"Rain, Overcast",rain,,fcst
106,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,09:00:00,1634522400,82.7,89.4,76.3,74.4,0.0,47.5,0.0,0.0,['rain'],3.4,3.8,338.8,1011.0,15.0,100.0,534.0,1.9,5.0,10.0,"Rain, Overcast",rain,,fcst
107,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,10:00:00,1634526000,84.1,91.4,72.1,74.2,0.0,47.5,0.0,0.0,['rain'],3.6,4.0,311.3,1010.0,15.0,99.8,592.0,2.1,6.0,10.0,"Rain, Overcast",rain,,fcst
108,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,11:00:00,1634529600,84.3,91.4,71.0,73.8,0.0,47.5,0.0,0.0,,3.6,4.0,303.3,1010.0,15.0,100.0,571.0,2.1,6.0,10.0,"Rain, Overcast",rain,,fcst
109,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,12:00:00,1634533200,83.4,90.7,74.9,74.6,0.0,47.5,0.0,0.0,,4.5,4.9,296.4,1009.0,15.0,98.9,517.0,1.9,5.0,30.0,"Rain, Overcast",rain,,fcst
110,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,13:00:00,1634536800,83.2,90.8,76.8,75.1,0.0,76.1,0.0,0.0,,5.6,5.4,289.2,1008.0,15.0,100.0,289.0,1.0,3.0,30.0,"Rain, Overcast",rain,,fcst
111,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,14:00:00,1634540400,82.5,89.9,79.5,75.6,0.0,76.1,0.0,0.0,['rain'],7.8,6.7,282.0,1008.0,15.0,100.0,261.0,0.9,3.0,30.0,"Rain, Overcast",rain,,fcst
112,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,15:00:00,1634544000,81.1,87.2,83.5,75.6,0.0,76.1,0.0,0.0,,10.3,6.7,288.1,1008.0,15.0,100.0,224.0,0.8,2.0,30.0,"Rain, Overcast",rain,,fcst
113,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,16:00:00,1634547600,79.8,79.8,84.4,74.7,0.0,76.1,0.0,0.0,,10.1,6.3,292.2,1009.0,15.0,100.0,179.0,0.6,2.0,30.0,"Rain, Overcast",rain,,fcst
114,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,17:00:00,1634551200,79.8,79.8,81.5,73.7,0.0,76.1,0.0,0.0,,6.3,4.9,301.3,1010.0,15.0,100.0,144.0,0.5,1.0,10.0,"Rain, Overcast",rain,,fcst
115,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,18:00:00,1634554800,79.6,79.6,80.6,73.1,0.0,76.1,0.0,0.0,,3.1,2.9,329.7,1011.0,15.0,100.0,120.0,0.4,1.0,10.0,"Rain, Overcast",rain,,fcst
116,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,19:00:00,1634558400,79.1,79.1,81.5,72.9,0.0,42.9,0.0,0.0,['rain'],3.1,2.7,60.8,1012.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
117,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,20:00:00,1634562000,78.5,78.5,83.5,73.1,0.0,42.9,0.0,0.0,,4.5,4.3,89.4,1012.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
118,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,21:00:00,1634565600,77.3,77.3,87.0,73.3,0.0,42.9,0.0,0.0,,4.5,4.3,97.4,1012.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
119,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,22:00:00,1634569200,76.6,76.6,89.3,73.1,0.0,42.9,0.0,0.0,,3.6,3.4,102.3,1013.0,15.0,95.4,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
120,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-18,1634490000,84.3,72.2,78.2,91.4,72.2,80.5,73.5,85.9,0.0,76.1,,['rain'],0.0,0.0,10.3,6.7,259.2,1010.0,88.4,15.0,175.6,15.1,6.0,30.0,05:42:27,1634510547,17:34:28,1634553268,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,23:00:00,1634572800,76.0,76.0,90.0,72.9,0.0,42.9,0.0,0.0,,2.2,2.0,117.3,1012.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
121,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-19,1634576400,87.7,75.1,80.2,96.8,75.1,83.9,74.3,83.1,0.09,71.4,,['rain'],0.0,0.0,13.0,6.9,183.9,1011.5,67.6,14.2,222.5,19.3,7.0,60.0,05:42:33,1634596953,17:34:00,1634639640,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,00:00:00,1634576400,76.2,76.2,90.3,72.8,0.0,42.9,0.0,0.0,,1.1,0.9,111.6,1012.0,15.0,73.0,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst
122,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-19,1634576400,87.7,75.1,80.2,96.8,75.1,83.9,74.3,83.1,0.09,71.4,,['rain'],0.0,0.0,13.0,6.9,183.9,1011.5,67.6,14.2,222.5,19.3,7.0,60.0,05:42:33,1634596953,17:34:00,1634639640,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,01:00:00,1634580000,75.8,75.8,90.9,72.7,0.0,23.7,0.0,0.0,,1.6,1.5,179.6,1011.7,15.0,78.8,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst
123,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-19,1634576400,87.7,75.1,80.2,96.8,75.1,83.9,74.3,83.1,0.09,71.4,,['rain'],0.0,0.0,13.0,6.9,183.9,1011.5,67.6,14.2,222.5,19.3,7.0,60.0,05:42:33,1634596953,17:34:00,1634639640,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,02:00:00,1634583600,75.5,75.5,91.4,72.7,0.0,23.7,0.0,0.0,,2.2,2.1,247.7,1011.3,15.0,84.7,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst
124,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-19,1634576400,87.7,75.1,80.2,96.8,75.1,83.9,74.3,83.1,0.09,71.4,,['rain'],0.0,0.0,13.0,6.9,183.9,1011.5,67.6,14.2,222.5,19.3,7.0,60.0,05:42:33,1634596953,17:34:00,1634639640,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,03:00:00,1634587200,75.1,75.1,92.0,72.6,0.0,23.7,0.0,0.0,,2.7,2.7,315.7,1011.0,15.0,90.5,0.0,0.0,0.0,10.0,Overcast,cloudy,,fcst
125,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-19,1634576400,87.7,75.1,80.2,96.8,75.1,83.9,74.3,83.1,0.09,71.4,,['rain'],0.0,0.0,13.0,6.9,183.9,1011.5,67.6,14.2,222.5,19.3,7.0,60.0,05:42:33,1634596953,17:34:00,1634639640,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,04:00:00,1634590800,76.0,76.0,90.4,73.0,0.0,23.7,0.0,0.0,,1.9,1.9,327.1,1011.7,15.0,62.0,6.7,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst
126,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-19,1634576400,87.7,75.1,80.2,96.8,75.1,83.9,74.3,83.1,0.09,71.4,,['rain'],0.0,0.0,13.0,6.9,183.9,1011.5,67.6,14.2,222.5,19.3,7.0,60.0,05:42:33,1634596953,17:34:00,1634639640,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,05:00:00,1634594400,76.9,76.9,88.9,73.4,0.0,23.7,0.0,0.0,,1.2,1.2,338.4,1012.3,15.0,33.5,13.3,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst
127,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-19,1634576400,87.7,75.1,80.2,96.8,75.1,83.9,74.3,83.1,0.09,71.4,,['rain'],0.0,0.0,13.0,6.9,183.9,1011.5,67.6,14.2,222.5,19.3,7.0,60.0,05:42:33,1634596953,17:34:00,1634639640,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,06:00:00,1634598000,77.8,77.8,87.3,73.8,0.0,23.7,0.0,0.0,,0.4,0.4,349.8,1013.0,15.0,5.0,20.0,0.1,0.0,10.0,Clear,clear-day,,fcst
